columna_1;columna_2;columna_3;columna_4;columna_5
"Legislación
Creada el 25/09/2002";Título;Instr. para proyecto construcción y explotación de grandes presas;;
;Descripción;"ORDEN de 31 de marzo de 1967 por la que se aprueba la ""Instrucción para proyecto, construcción y explotación de grandes presas"".";;
;Código;Aprobado;Categoría;Ámbito
;Agua Presas;;Orden;España
