columna_1;columna_2
Resumen 2018 (31/12/2018);
Concierto específico de colaboración para la formación en centros de trabajo (22/02/2018);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Firgas (14/10/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Arucas (29/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Valleseco (20/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Gáldar (16/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el ayuntamiento de Teror (15/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el ayuntamiento de San Mateo (12/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Moya (07/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Mogán (06/09/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Tejeda (31/08/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Agaete (31/08/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Santa María de Guía (31/08/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de Artenara (31/08/2016);
Acuerdo de prórroga convenio entre el Consejo Insular de Aguas y el Ayuntamiento de La Aldea (31/08/2016);
Convenio entre la Consejería de Economía, Hacienda y Seguridad del Gobierno de Canarias, Cabildo Insular de Gran Canaria y el Consejo Insular de Aguas de Gran Canaria (01/08/2016);
Modificaciones: NO;
