Parámetros · Demanda bioquímica de oxígeno (DBO 5 a 20 ºC) sin nitrificación (2). · Demanda química de oxígeno (DQO).;Concentración · 25 mg/l 02 · 125 mg/l 02;Porcentaje mínimo de reducción (1) · 70-90 40 de conformidad con el apartado 3 del artículo 5 R.D.L. (3). · 75;Método de medida de referencia · Muestra homogeneizada, sin filtrar ni decantar. Determinación antes y después de cinco díasde incubación a 20 ºC ± 1 ºC, en completa oscuridad.Aplicación de un inhibidor de la nitrificación. · Muestra homogeneizada, sin filtrar ni decantar. Dicromato potásico.
Total de sólidos en suspensión.;"35 mg/l (4)
35 de conformidad con el apartado 3 del art. 5 R.D.L. (más de 10.000 h-e) (3).
60 de conformidad con el apartado 3 del art. 5 R.D.L. (de 2.000 a 10.000 h-e (3).";"90 (4)
90 de conformidad con el apartado 3 del art. 5 R.D.L. (más de 10.000 h-e) (3).
70 de conformidad con el apartado 3 del art. 5 R.D.L. (de 2.000 a 10.000 h-e) (3).";"Filtración de una muestra representativa a través de una membrana de filtración de 0,45 micras. Secado a 105 ºC y pesaje.
Centrifugación de una muestra representativa (durante cinco minutos como mínimo, con una aceleración media de 2.800 a 3.200 g), secado a 105 ºC y pesaje."
