m;> · £;- · 0,10;0,10 · 0,16;0,16 · 0,22;0,22 · 0,28;0,28 · 0,34;0,34 · 0,40;0,40 · 0,46;0,46 · -
M=;;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7
