columna_1;columna_2;columna_3;columna_4;columna_5
"Legislación
Creada el 19/03/2001";Título;Reglamento Sancionador en Materia de Aguas;;
;Descripción;DECRETO 276/1993, de 8 de Octubre de 1993.Reglamento Sancionador en materia de aguas;;
;Código;Aprobado;Categoría;Ámbito
;Agua;;Decreto;Canarias
